공고번호,공고명,기관명,공고일,마감일,계약구분,거래구분,키워드,조회창
202303288351495,수문초 에듀테크 교구 구입 견적서 제출 요청,수문초등학교,2023-03-28,2023-03-30 09:00,1인수의,물품,에듀테크,20230101~20230331
202302108213667,에듀테크 선도고교 전자도서 추가구입,군산제일고등학교,2023-02-10,2023-02-10 18:10,1인수의,물품,에듀테크,20230101~20230331
202302088206235,에듀테크활용 스마트교육 시스템 구축 등교체크시스템 관련 용역 건,영화중학교,2023-02-08,2023-02-09 12:00,1인수의,용역,에듀테크,20230101~20230331
202302088206159,에듀테크활용 스마트교육 시스템 구축 등교체크시스템 물품 구입,영화중학교,2023-02-08,2023-02-09 12:00,1인수의,물품,에듀테크,20230101~20230331
202302028191139,2022 에듀테크 선도고교 전자책 구입,군산제일고등학교,2023-02-02,2023-02-03 18:20,1인수의,물품,에듀테크,20230101~20230331
202301258174189,남성여자고등학교 에듀테크 장비 이전설치,남성여자고등학교,2023-01-25,2023-01-27 23:00,1인수의,용역,에듀테크,20230101~20230331
202301188166833,에듀테크 선도고교 운영 IT 기자재 구입,부산진고등학교,2023-01-18,2023-01-23 10:30,1인수의,물품,에듀테크,20230101~20230331
202301128157980,온라인콘텐츠 및 에듀테크온동아리 운영물품 구매 견적요청,나주중앙초등학교,2023-01-12,2023-01-17 10:00,1인수의,물품,에듀테크,20230101~20230331
202306228585947,2023학년도 에듀테크 기기 지원 사업 물품 구입,부구초등학교,2023-06-22,2023-06-23 12:00,1인수의,물품,에듀테크,20230401~20230629
202306218580307,2023 에듀테크 기반 교육환경 구축을 위한 비품 구입,화산중학교,2023-06-21,2023-06-26 18:00,1인수의,물품,에듀테크,20230401~20230629
202306208580161,2023년 에듀테크 활용 수업 액션캠 및 주변기기 구입,황남초등학교,2023-06-21,2023-06-22 10:00,1인수의,물품,에듀테크,20230401~20230629
202306168570792,에듀테크 기기 교육용 콘텐츠 구입,형곡초등학교,2023-06-16,2023-06-20 18:00,1인수의,물품,에듀테크,20230401~20230629
202306158567740,에듀테크 활용 리딩게이트 영어독후프로그램 사용 계약,월암중학교,2023-06-15,2023-06-22 18:00,1인수의,용역,에듀테크,20230401~20230629
202306148566728,2023. 에듀테크온 창의융합 학생동아리 운영 물품 견적 요청,한천초등학교,2023-06-14,2023-06-16 16:20,1인수의,물품,에듀테크,20230401~20230629
202306148563406,문경공업고등학교 에듀테크 교육용컨텐츠 구입,문경공업고등학교,2023-06-14,2023-06-19 09:40,1인수의,물품,에듀테크,20230401~20230629
202306138562553,이서중학교 에듀테크 활용 수업기기 물품 구입 건,이서중학교,2023-06-13,2023-06-19 16:30,1인수의,물품,에듀테크,20230401~20230629
202306138560717,강동초 에듀테크 활용 수업기기 구입,강동초등학교,2023-06-13,2023-06-14 13:00,1인수의,물품,에듀테크,20230401~20230629
202306098552973,에듀테크 활용 수업 기기 구입,명인중학교,2023-06-09,2023-06-14 12:30,1인수의,물품,에듀테크,20230401~20230629
202306088550749,에듀테크 기기 구입,안동서부초등학교,2023-06-09,2023-06-15 10:00,2인수의,물품,에듀테크,20230401~20230629
202306088550450,내성초 에듀테크활용 수업기기 구입,내성초등학교,2023-06-08,2023-06-09 14:00,1인수의,물품,에듀테크,20230401~20230629
202306028538986,에듀테크온 창의융합 학생 동아리 교구 구입,강진중앙초등학교,2023-06-02,2023-06-07 18:00,1인수의,물품,에듀테크,20230401~20230629
202305268525553,빛가람초등학교 에듀테크 온 창의융합동아리 교재교구 구입 견적요청,빛가람초등학교,2023-05-26,2023-05-30 11:00,1인수의,물품,에듀테크,20230401~20230629
202305238514367,에듀테크 물품 구입,삼성현초등학교,2023-05-23,2023-05-25 10:00,1인수의,물품,에듀테크,20230401~20230629
202305198506984,문명고등학교 에듀테크 및 교육용 컨텐츠 미리캔버스 프로 구입,문명고등학교,2023-05-19,2023-05-19 15:00,1인수의,물품,에듀테크,20230401~20230629
202305158492701,장성초 에듀테크 활용 수업 기기 구입,포항장성초등학교,2023-05-15,2023-05-17 13:30,1인수의,물품,에듀테크,20230401~20230629
202305158491274,2023학년도 이서고등학교 에듀테크 활용 물품 구매 견적 요청,이서고등학교,2023-05-16,2023-05-22 13:00,2인수의,물품,에듀테크,20230401~20230629
202305158491258,옥계동부초 2023학년도 에듀테크활용 교육용콘텐츠 구입 견적제출 안내공고,옥계동부초등학교,2023-05-15,2023-05-16 10:00,1인수의,물품,에듀테크,20230401~20230629
202305128487648,2023학년도 에듀테크 기기 구입,명인고등학교,2023-05-12,2023-05-17 18:00,1인수의,물품,에듀테크,20230401~20230629
202305118484495,옥계동부초 2023학년도 에듀테크기기구입 견적제출 안내공고,옥계동부초등학교,2023-05-12,2023-05-15 10:00,1인수의,물품,에듀테크,20230401~20230629
202305098475850,구미신당초등학교 교육용 에듀테크 물품 구매 견적 요청,구미신당초등학교,2023-05-09,2023-05-15 10:00,2인수의,물품,에듀테크,20230401~20230629
202305088473557,에듀테크 기기 구입,포항흥해공업고등학교,2023-05-08,2023-05-09 17:20,1인수의,물품,에듀테크,20230401~20230629
202305028459985,에듀테크온 동아리 운영 물품 구입,강진고등학교,2023-05-02,2023-05-03 14:00,1인수의,물품,에듀테크,20230401~20230629
202304278451353,에듀테크온 동아리 운영 물품 구입,강진고등학교,2023-04-28,2023-05-03 17:00,1인수의,물품,에듀테크,20230401~20230629
202304268445344,2023.에듀테크 메이커 프로그램 운영,탄부초등학교,2023-04-26,2023-05-01 18:00,1인수의,용역,에듀테크,20230401~20230629
202304198421643,에듀테크온 학생동아리 물품 견적요청,삼산초등학교,2023-04-19,2023-04-20 15:00,1인수의,물품,에듀테크,20230401~20230629
202304198420943,연포초교 ABM 융합교육 운영을 위한 에듀테크 플랫폼 구독 견적요청,연포초등학교,2023-04-19,2023-04-21 11:00,1인수의,물품,에듀테크,20230401~20230629
202304148407958,에듀테크 교실 전기 공사,정읍서초등학교,2023-04-14,2023-04-16 18:00,1인수의,공사,에듀테크,20230401~20230629
202304108389758,2023년 에듀테크 교육운영 소프트웨어 및 하드웨어 구매,신명여자고등학교,2023-04-10,2023-04-12 18:50,1인수의,물품,에듀테크,20230401~20230629
202309278798003,디지털 온溫선도학교 AI코스웨어 및 에듀테크 교과별 구입,명인중학교,2023-09-27,2023-10-02 18:00,1인수의,용역,에듀테크,20230630~20230927
202309268795454,2023년 디지털 기반 교육혁신 선도학교 및 공교육 에듀테크외국어교과활동 운영 물품 구입,인제초등학교,2023-09-26,2023-09-26 23:10,1인수의,물품,에듀테크,20230630~20230927
202309268795449,2023년 디지털 기반 교육혁신 선도학교 및 공교육 에듀테크과학교과활동 운영 물품 구입,인제초등학교,2023-09-26,2023-09-26 23:10,1인수의,물품,에듀테크,20230630~20230927
202309268795416,2023년 디지털 기반 교육혁신 선도학교 및 공교육 에듀테크국어교과활동 운영 물품 구입,인제초등학교,2023-09-26,2023-09-26 23:00,1인수의,물품,에듀테크,20230630~20230927
202309258793285,봉계초등학교 디지털온선도학교 에듀테크 물품 견적요청,봉계초등학교,2023-09-25,2023-09-30 18:00,1인수의,물품,에듀테크,20230630~20230927
202309258791636,에듀테크 동아리 활동 물품 구입 건,목포덕인고등학교,2023-09-25,2023-09-30 18:00,1인수의,물품,에듀테크,20230630~20230927
202309258791501,에듀테크를 활용한 특성화고교 진로지도 프로그램 실시 용역,경기기계공업고등학교,2023-09-25,2023-09-25 17:00,1인수의,용역,에듀테크,20230630~20230927
202309228789357,2023. 디지털 선도학교 AI에듀테크 구독료 견적 요청,영광중앙초등학교,2023-09-22,2023-09-26 18:00,1인수의,물품,에듀테크,20230630~20230927
202309228788239,종촌중 디지털 선도학교 에듀테크 프로그램 견적요청,종촌중학교,2023-09-22,2023-09-25 12:00,1인수의,물품,에듀테크,20230630~20230927
202309228787237,종촌중 디지털 선도학교 에듀테크 프로그램 견적요청,종촌중학교,2023-09-25,2023-09-25 16:00,1인수의,물품,에듀테크,20230630~20230927
202309228787044,종촌중 디지털 선도학교 에듀테크 프로그램 견적요청,종촌중학교,2023-09-22,2023-09-25 12:00,1인수의,물품,에듀테크,20230630~20230927
202309218786288,종촌중 디지털 에듀테크 프로그램 견적 요청,종촌중학교,2023-09-21,2023-09-22 12:00,1인수의,물품,에듀테크,20230630~20230927
202309218786252,종촌중 디지털 선도학교 에듀테크 프로그램 견적요청,종촌중학교,2023-09-21,2023-09-22 09:00,1인수의,물품,에듀테크,20230630~20230927
202309218785572,2023년 에듀테크 기기 구입,북삼중학교,2023-09-21,2023-09-22 18:00,1인수의,물품,에듀테크,20230630~20230927
202309218784479,상서고등학교 영어과 에듀테크 프로그램 사용권 구입,상서고등학교,2023-09-21,2023-09-22 16:00,1인수의,물품,에듀테크,20230630~20230927
202309198777104,조대부고 에듀테크 프로그램 구입 견적 요청,조선대학교 부속고등학교,2023-09-20,2023-09-22 18:00,1인수의,물품,에듀테크,20230630~20230927
202309198776671,AI코스웨어 및 에듀테크 구입공고,해강초등학교,2023-09-19,2023-09-25 10:00,2인수의,물품,에듀테크,20230630~20230927
202309188772915,2023년도 순창고등학교 에듀테크 시범학교 공개수업 컨설팅,순창고등학교,2023-09-18,2023-09-20 10:00,1인수의,용역,에듀테크,20230630~20230927
202309158768650,인공지능 학습 플랫폼 AI 에듀테크 이용료 견적 요청,원주중앙초등학교,2023-09-15,2023-09-19 10:00,1인수의,물품,에듀테크,20230630~20230927
202309138758517,장양초 AI에듀테크 클래스팅 구독,장양초등학교,2023-09-13,2023-09-14 18:00,1인수의,물품,에듀테크,20230630~20230927
202309088748601,현곡초 에듀테크 영상촬영 기기 구입,경주현곡초등학교,2023-09-08,2023-09-10 18:00,1인수의,물품,에듀테크,20230630~20230927
202309088748455,전주인봉초 에듀테크기반 교육환경 구축 기자재 구입 공고,전주인봉초등학교,2023-09-08,2023-09-14 10:00,2인수의,물품,에듀테크,20230630~20230927
202309078743167,2023. 디지털 선도학교 AI코스웨어 및 에듀테크 일프로연산 구입,청남초등학교,2023-09-07,2023-09-11 10:00,1인수의,물품,에듀테크,20230630~20230927
202309078743136,2023. 디지털 선도학교 AI코스웨어 및 에듀테크 토드한글 수학 구입,청남초등학교,2023-09-07,2023-09-11 10:00,1인수의,물품,에듀테크,20230630~20230927
202309078743106,2023. 디지털 선도학교 AI코스웨어 및 에듀테크코드모스AI코스웨어 구입,청남초등학교,2023-09-07,2023-09-11 10:00,1인수의,물품,에듀테크,20230630~20230927
202309078743100,2023. 디지털 선도학교 AI코스웨어 및 에듀테크 매쓰플랫 어플리케이션 구입,청남초등학교,2023-09-07,2023-09-11 10:00,1인수의,물품,에듀테크,20230630~20230927
202309078743043,2023. 디지털 선도학교 AI코스웨어 및 에듀테크 일공일글리쉬 구입,청남초등학교,2023-09-07,2023-09-11 10:00,1인수의,물품,에듀테크,20230630~20230927
202309078741348,선주초등학교 에듀테크 교육용 콘텐츠 구입,선주초등학교,2023-09-07,2023-09-08 11:00,1인수의,물품,에듀테크,20230630~20230927
202309068740717,에듀테크 온 창의융합 학생 동아리 운영 물품 구입,강진중앙초등학교,2023-09-06,2023-09-07 17:00,1인수의,물품,에듀테크,20230630~20230927
202309058733000,에듀테크 온 창의융합 학생 동아리 운영 물품 구입,강진중앙초등학교,2023-09-05,2023-09-10 18:10,1인수의,물품,에듀테크,20230630~20230927
202309048732027,양서초등학교 디지털 온선도학교 에듀테크 활용 기기 구입,양서초등학교,2023-09-05,2023-09-08 09:00,1인수의,물품,에듀테크,20230630~20230927
202309048731255,옥계동부초 에듀테크기기 추가구입에 따른 디스플레이 거치대 구입을 위한 수의견적제출 안내공고,옥계동부초등학교,2023-09-05,2023-09-06 10:00,1인수의,물품,에듀테크,20230630~20230927
202309048729239,인공지능AI 학습 플랫폼 지원 희망학교 운영 AI에듀테크 학습시스템 구독료,모산초등학교,2023-09-04,2023-09-09 11:20,1인수의,물품,에듀테크,20230630~20230927
202309018726256,전주인봉초 에듀테크기반 교육환경 구축 기자재 구입,전주인봉초등학교,2023-09-01,2023-09-07 10:00,2인수의,물품,에듀테크,20230630~20230927
202308298715261,석적초등학교 에듀테크 물품구입,석적초등학교,2023-08-29,2023-09-04 10:00,1인수의,물품,에듀테크,20230630~20230927
202308298713166,2023학년도 에듀테크 기기 구입,동산여자중학교,2023-08-29,2023-08-29 18:00,1인수의,물품,에듀테크,20230630~20230927
202308288711475,에듀테크 활용 수업기기 견적 요청,상주여자고등학교,2023-08-28,2023-08-30 12:00,1인수의,물품,에듀테크,20230630~20230927
202308238699529,2023. 에듀테크온 창의융합 학생동아리(BLM) 운영을 위한 실험재료 구입,매성고등학교,2023-08-23,2023-08-24 18:00,1인수의,물품,에듀테크,20230630~20230927
202308228696410,구미여고 에듀테크기기 구입,구미여자고등학교,2023-08-22,2023-08-24 16:00,1인수의,물품,에듀테크,20230630~20230927
202308228695288,2023 에듀테크 교육환경 구축 물품 구입,함열여자고등학교,2023-08-22,2023-08-27 18:00,1인수의,물품,에듀테크,20230630~20230927
202308188687579,문경공업고등학교 에듀테크 교육컨텐츠 구입,문경공업고등학교,2023-08-18,2023-08-21 14:30,1인수의,물품,에듀테크,20230630~20230927
202308188686211,은척초등학교 에듀테크기기 및 첨단과학기자재 물품구매 소액 수의견적 제출 공고,은척초등학교,2023-08-18,2023-08-24 10:00,2인수의,물품,에듀테크,20230630~20230927
202308148679514,포항원동초등학교 에듀테크 기기 구입 수의견적제출 안내공고,포항원동초등학교,2023-08-14,2023-08-22 14:00,2인수의,물품,에듀테크,20230630~20230927
202308098675446,은척초등학교 에듀테크기기 및 첨단과학기자재 물품구매 소액 수의견적 제출 공고,은척초등학교,2023-08-10,2023-08-17 15:00,2인수의,물품,에듀테크,20230630~20230927
202308088672668,익산고 미래형 에듀테크 앰프외 1종 견적 요청,익산고등학교,2023-08-08,2023-08-09 09:50,1인수의,물품,에듀테크,20230630~20230927
202308078670957,익산고 미래형 에듀테크 앰프외 1종 견적 요청,익산고등학교,2023-08-07,2023-08-08 09:30,1인수의,물품,에듀테크,20230630~20230927
202308048670506,이서고등학교 에듀테크 물품 구입 견적 요청,이서고등학교,2023-08-04,2023-08-10 15:00,1인수의,물품,에듀테크,20230630~20230927
202308028666873,블렌디드 교실 에듀테크 물품 구매,청동초등학교,2023-08-02,2023-08-07 18:00,1인수의,물품,에듀테크,20230630~20230927
202307318664035,이서고등학교 에듀테크 물품 구입 견적 요청,이서고등학교,2023-07-31,2023-08-04 13:00,1인수의,물품,에듀테크,20230630~20230927
202307198647071,2023 에듀테크 활용수업기기 구입[액션캠],경북기계금속고등학교,2023-07-19,2023-07-21 10:00,1인수의,물품,에듀테크,20230630~20230927
202307178639018,장성중앙초 에듀테크온 동아리 물품 견적요청,장성중앙초등학교,2023-07-17,2023-07-22 11:00,1인수의,물품,에듀테크,20230630~20230927
202307148636367,에듀테크 활용 수업 기기 구입비 지원 사업을 위한 물품 구입,경주문화고등학교,2023-07-14,2023-07-17 12:00,1인수의,물품,에듀테크,20230630~20230927
202307118627569,2023학년도 에듀테크 활용 이용권 구입,계산여자중학교,2023-07-11,2023-07-14 12:00,1인수의,물품,에듀테크,20230630~20230927
202307118626406,송정여자중학교 기술가정 기자재 및 에듀테크 수업 교구 구입 견적제출 공고,송정여자중학교,2023-07-12,2023-07-18 10:00,2인수의,물품,에듀테크,20230630~20230927
202307108622240,"황남초등학교 에듀테크 활용 수업용 액정타블렛, 스마트폰 짐벌, 360카메라 구입 견적요청",황남초등학교,2023-07-10,2023-07-12 14:00,1인수의,물품,에듀테크,20230630~20230927
202307068616438,수륜초 에듀테크 활용 수업기기 구입,수륜초등학교,2023-07-06,2023-07-11 18:00,1인수의,물품,에듀테크,20230630~20230927
202307068616305,2023. 에듀테크온 과학동아리 물품 구입요청,신안비금초등학교,2023-07-06,2023-07-07 18:00,1인수의,물품,에듀테크,20230630~20230927
202307068616120,호명초등학교 SW교구 및 에듀테크 기기 구입 수의견적 제출 안내 공고,호명초등학교,2023-07-06,2023-07-12 10:00,2인수의,물품,에듀테크,20230630~20230927
202307068614636,"2023학년도 에듀테크 기기 구입 진행웹캠, 터치식 모니터 견적 요청",신라공업고등학교,2023-07-06,2023-07-10 18:00,1인수의,물품,에듀테크,20230630~20230927
202307058612749,2023. 에듀테크온 과학동아리 물품 구입 요,신안비금초등학교,2023-07-05,2023-07-05 18:00,1인수의,물품,에듀테크,20230630~20230927
202307058611213,2023 미래형교과서 선도학교 운영에 필요한 에듀테크 교육콘텐츠 구입 계약,가평조종초등학교,2023-07-05,2023-07-06 12:00,1인수의,용역,에듀테크,20230630~20230927
202307038604208,"2023학년도 에듀테크 기기 구입 진행(웹캠, 터치식 모니터)",신라공업고등학교,2023-07-04,2023-07-05 18:00,1인수의,물품,에듀테크,20230630~20230927
202312199039965,2023. 에듀테크 수업 혁신학교 자기주도적 학습 Adobe CCE 공동구매,순천효천고등학교,2023-12-19,2023-12-24 18:00,1인수의,물품,에듀테크,20230928~20231226
202312199037334,2023 에듀테크 기반 인성 및 예술교육 프로그램 체험 견적 요청,성암초등학교,2023-12-19,2023-12-19 18:00,1인수의,용역,에듀테크,20230928~20231226
202312149024382,2023. 에듀테크 수업 혁신학교 3D 프린터 챔버 등,순천효천고등학교,2023-12-14,2023-12-19 16:50,1인수의,물품,에듀테크,20230928~20231226
202312149024363,2023. 에듀테크 수업 혁신학교 OMR스캐너,순천효천고등학교,2023-12-14,2023-12-19 16:50,1인수의,물품,에듀테크,20230928~20231226
202312139019581,2023. 에듀테크 활용 선도학교 자율연수도서구입,여수진남중학교,2023-12-13,2023-12-14 11:20,1인수의,물품,에듀테크,20230928~20231226
202312129014454,2023. 에듀테크 활용 선도학교 자율연수 운영비 지급 요구,여수진남중학교,2023-12-12,2023-12-13 11:00,1인수의,물품,에듀테크,20230928~20231226
202312129010371,에듀테크 활용수업을 위한 디자인 플랫폼 구매,예당중학교,2023-12-12,2023-12-14 11:00,1인수의,물품,에듀테크,20230928~20231226
202312089000054,구의초 3학년 에듀테크 및 AI 활용 교육비,서울구의초등학교,2023-12-08,2023-12-11 12:00,1인수의,물품,에듀테크,20230928~20231226
202312078999203,에듀테크 활용 콘텐츠 구입,한국철도고등학교,2023-12-07,2023-12-08 18:00,1인수의,물품,에듀테크,20230928~20231226
202312078997249,2023 디지털 선도학교 운영 관련 에듀테크 라이센스 비용 지출,성동고등학교,2023-12-07,2023-12-12 18:00,1인수의,물품,에듀테크,20230928~20231226
202312068993064,교원학습공동체 에듀테크 수업연구회 물품 구입,중평중학교,2023-12-06,2023-12-08 14:30,1인수의,물품,에듀테크,20230928~20231226
202312048981037,"2023년 에듀테크 활용 수업 기기, 콘텐츠 구입",영주서부초등학교,2023-12-04,2023-12-05 18:10,1인수의,물품,에듀테크,20230928~20231226
202311238954022,에듀테크온 과학동아리 운영 물품 구입,목포항도초등학교,2023-11-24,2023-11-27 15:00,1인수의,물품,에듀테크,20230928~20231226
202311208940992,노안남초 에듀테크 온 정보동아리 운영 물품 견적 요청,노안남초등학교,2023-11-20,2023-11-22 15:40,1인수의,물품,에듀테크,20230928~20231226
202311158929733,전주송북초 에듀테크 기기 구축 물품 구입,전주송북초등학교,2023-11-15,2023-11-17 14:00,1인수의,물품,에듀테크,20230928~20231226
202311138920735,디지털선도학교 에듀테크 앱 구입 견적요청,의왕덕성초등학교,2023-11-13,2023-11-14 15:00,1인수의,물품,에듀테크,20230928~20231226
202311098912088,에듀테크 기기 스마트 모니터 구입,문경여자중학교,2023-11-09,2023-11-10 14:00,1인수의,물품,에듀테크,20230928~20231226
202311088906848,디지털선도학교 에듀테크 상품 구매 챗GPT,새롬중학교,2023-11-08,2023-11-09 18:00,1인수의,물품,에듀테크,20230928~20231226
202311078900007,2023년 화산중학교 에듀테크 교실 환경개선공사,화산중학교,2023-11-07,2023-11-12 18:00,1인수의,공사,에듀테크,20230928~20231226
202311038893574,목포영화중학교 에듀테크 수업혁신 선도학교 교구 3D모션 시스템 구입,영화중학교,2023-11-03,2023-11-03 17:00,1인수의,물품,에듀테크,20230928~20231226
202311038891961,신기초 2학기 에듀테크온 학생동아리 운영 학습자료 구입,여수신기초등학교,2023-11-03,2023-11-06 16:30,1인수의,물품,에듀테크,20230928~20231226
202311038891641,초전중 디지털온 선도학교 에듀테크 구입,초전중학교,2023-11-03,2023-11-08 18:00,1인수의,물품,에듀테크,20230928~20231226
202310318881115,에듀테크 온 동아리 진로체험 임차용역,녹동초등학교,2023-10-31,2023-11-01 10:00,1인수의,용역,에듀테크,20230928~20231226
202310308877255,문태고등학교 에듀테크온 동아리 물품 구매,문태고등학교,2023-10-30,2023-11-01 16:30,1인수의,물품,에듀테크,20230928~20231226
202310268866338,에듀테크 소프트웨어 견적 요청,순천왕의중학교,2023-10-26,2023-10-26 18:00,1인수의,물품,에듀테크,20230928~20231226
202310238856018,에듀테크 온 창의융합 학생동아리 교구 구입,고흥동초등학교,2023-10-23,2023-10-24 16:20,1인수의,물품,에듀테크,20230928~20231226
202310178838461,디지털 온 선도학교 에듀테크 라이센스 견적요청,봉화고등학교,2023-10-17,2023-10-17 18:00,1인수의,물품,에듀테크,20230928~20231226
202310178836787,군산제일중 에듀테크 도서 구입,군산제일중학교,2023-10-17,2023-10-18 10:40,1인수의,물품,에듀테크,20230928~20231226
202310168835316,인공지능AI 융합교육운영 에듀테크 연간 구독료,유봉여자고등학교,2023-10-16,2023-10-17 14:00,1인수의,용역,에듀테크,20230928~20231226
202310168835304,선도학교운영 에듀테크 구독료,유봉여자고등학교,2023-10-16,2023-10-17 14:00,1인수의,용역,에듀테크,20230928~20231226
202310138826870,에듀테크 활용 물품 구입,여선중학교,2023-10-13,2023-10-13 18:00,1인수의,물품,에듀테크,20230928~20231226
202310128826073,2023.면온초 AI에듀테크 콘텐츠 구독,면온초등학교,2023-10-12,2023-10-13 15:20,1인수의,물품,에듀테크,20230928~20231226
202310118822224,2023학년도 인제초등학교 AI코스웨어 및 에듀테크 구입,인제초등학교,2023-10-11,2023-10-17 09:00,2인수의,물품,에듀테크,20230928~20231226
202310118821218,학남고 에듀테크 프로그램 라이센스 구입,학남고등학교,2023-10-11,2023-10-12 16:00,1인수의,용역,에듀테크,20230928~20231226
202310118821196,[목] AI 에듀테크실 기자재 노트북배터리외 4종 구입,진성여자고등학교,2023-10-11,2023-10-13 18:00,1인수의,물품,에듀테크,20230928~20231226
202310118820684,구성초 디지털선도학교 수학AI코스웨어 에듀테크 구입,구성초등학교,2023-10-11,2023-10-16 18:00,1인수의,물품,에듀테크,20230928~20231226
202310118819866,디지털 온溫선도학교 AI코스웨어 및 에듀테크 교과별 구입,명인중학교,2023-10-11,2023-10-13 18:00,1인수의,물품,에듀테크,20230928~20231226
202310058806941,백제초 디지털선도학교 수업용 에듀테크 구입,백제초등학교,2023-10-05,2023-10-06 15:00,1인수의,물품,에듀테크,20230928~20231226
202310048802148,디지털 온溫 선도학교 AI코스웨어 및 에듀테크 교과별 구입,명인중학교,2023-10-04,2023-10-05 18:00,1인수의,용역,에듀테크,20230928~20231226
202403259282190,2024 전주용와초 에듀테크 프로그램 구독권 구입,전주용와초등학교,2024-03-25,2024-03-27 12:00,1인수의,물품,에듀테크,20231227~20240325
202402209181822,에듀테크 활용 학습 교재 구입,매성고등학교,2024-02-20,2024-02-21 12:40,1인수의,물품,에듀테크,20231227~20240325
202402029136689,[목] 미래역량강화 AI 에듀테크실 기자재 모션데스크외 2종 구입,진성여자고등학교,2024-02-02,2024-02-05 18:00,1인수의,물품,에듀테크,20231227~20240325
202401309126853,경희여고 에듀테크 Sw 구매,경희여자고등학교,2024-01-30,2024-01-31 10:50,1인수의,물품,에듀테크,20231227~20240325
202401119095110,디지털온 선도학교 에듀테크 체육실 소모품 구입,구미원당초등학교,2024-01-11,2024-01-12 18:00,1인수의,물품,에듀테크,20231227~20240325
202401059084237,2023. 교원 에듀테크 활용 미래역량 강화 연수,전북유니텍고등학교,2024-01-05,2024-01-05 16:20,1인수의,용역,에듀테크,20231227~20240325
202401039077015,영광중앙초등학교 에듀테크 체험용 계정 구입 요청,영광중앙초등학교,2024-01-03,2024-01-04 12:00,1인수의,물품,에듀테크,20231227~20240325
202312299070902,에듀테크 프로그램 구입,경원고등학교,2023-12-29,2024-01-03 14:00,1인수의,물품,에듀테크,20231227~20240325
202406219512503,에듀테크 활용수업 기기 구입,포항양덕초등학교,2024-06-21,2024-06-24 10:00,1인수의,물품,에듀테크,20240326~20240623
202406209509511,안동중학교 에듀테크 기기 구입,안동중학교,2024-06-21,2024-06-27 10:00,2인수의,물품,에듀테크,20240326~20240623
202406209507926,에듀테크 활용 기기 및 SW AI교육 교구 구입,포항이동고등학교,2024-06-20,2024-06-26 18:00,2인수의,물품,에듀테크,20240326~20240623
202406199505535,2024 에듀테크 수업콘텐츠 구독비,원광중학교,2024-06-19,2024-06-20 13:00,1인수의,용역,에듀테크,20240326~20240623
202406199504721,신탄진중학교 디지털 선도학교 에듀테크 사용권 구입 견적,신탄진중학교,2024-06-19,2024-06-19 16:00,1인수의,물품,에듀테크,20240326~20240623
202406189503642,2024학년도 오룡초등학교 에듀테크 포토부스 대여 및 설치 견적요청,오룡초등학교,2024-06-18,2024-06-21 12:00,1인수의,물품,에듀테크,20240326~20240623
202406179499024,김천고등학교 에듀테크 물품 견적 요청,김천고등학교,2024-06-17,2024-06-19 18:00,1인수의,물품,에듀테크,20240326~20240623
202406179498950,디지털기반교육혁신운영학교 에듀테크 구입 견적요청,김해영운초등학교,2024-06-17,2024-06-21 15:00,1인수의,물품,에듀테크,20240326~20240623
202406179498627,디지털선도학교 에듀테크 구매,영만초등학교,2024-06-17,2024-06-18 18:00,1인수의,물품,에듀테크,20240326~20240623
202406149495370,2024학년도 하이러닝 선도학교 운영 중 에듀테크 도구 구입 품의,명륜여자중학교,2024-06-14,2024-06-17 18:00,1인수의,물품,에듀테크,20240326~20240623
202406149494830,2024 에듀테크 활용 수업기기 구입 스마트 글라스 외 4종,강동초등학교,2024-06-14,2024-06-19 18:00,1인수의,물품,에듀테크,20240326~20240623
202406139493149,봉계초등학교 디지털온선도학교에듀테크 물품 견적요청,봉계초등학교,2024-06-13,2024-06-18 18:00,1인수의,물품,에듀테크,20240326~20240623
202406129488429,2024 현일중 에듀테크 및 교육용 콘텐츠 구입 긴급견적요청,현일중학교,2024-06-12,2024-06-17 13:00,1인수의,물품,에듀테크,20240326~20240623
202406109481765,디지털 기반 교육혁신 선도학교 에듀테크 구입,선화여자중학교,2024-06-10,2024-06-15 18:00,1인수의,물품,에듀테크,20240326~20240623
202406079479361,2024년 에듀테크 수업을 위한 팝스쿨 이용권 구입,원천초등학교,2024-06-07,2024-06-12 18:00,1인수의,물품,에듀테크,20240326~20240623
202406079479352,2024년 에듀테크 수업을 위한 투닝 이용권 구입,원천초등학교,2024-06-07,2024-06-12 18:00,1인수의,물품,에듀테크,20240326~20240623
202406059477875,2024학년도 에듀테크 기기 수업활동 물품구입,문경여자중학교,2024-06-05,2024-06-12 09:00,1인수의,물품,에듀테크,20240326~20240623
202406059475945,문경공업고등학교 에듀테크 교육용 컨텐츠 구입,문경공업고등학교,2024-06-05,2024-06-10 11:00,1인수의,물품,에듀테크,20240326~20240623
202406049474424,서수초등학교 에듀테크 멘토링제도 도서 구입,서수초등학교,2024-06-04,2024-06-05 18:00,1인수의,물품,에듀테크,20240326~20240623
202406049473684,[디지털기반 교육혁신 선도학교] 에듀테크수업 교구재 및 수업 지원 소모품 구입(오조봇 이보 패키지),장안여자중학교,2024-06-04,2024-06-09 13:20,1인수의,물품,에듀테크,20240326~20240623
202405319467432,에듀테크활용교육용 소프트웨어 구입,인천옥련초등학교,2024-05-31,2024-06-05 18:00,1인수의,물품,에듀테크,20240326~20240623
